,Sensor No,Temp,Time
327,11,25.5139,2021-06-03 07:44:24
328,11,25.5139,2021-06-03 07:45:09
329,11,25.5139,2021-06-03 07:45:24
330,11,25.5139,2021-06-03 07:45:36
331,11,25.5139,2021-06-03 07:46:10
332,11,25.5139,2021-06-03 07:46:51
333,11,25.5139,2021-06-03 07:47:55
334,11,25.5139,2021-06-03 07:49:02
335,11,25.5139,2021-06-03 07:50:06
336,11,25.5139,2021-06-03 07:53:14
337,11,25.5139,2021-06-03 07:53:37
338,11,25.5139,2021-06-03 07:55:01
339,11,25.5139,2021-06-03 07:55:38
340,11,25.5139,2021-06-03 07:56:18
341,11,26.0463,2021-06-03 08:07:35
342,11,26.0463,2021-06-03 08:12:44
343,11,26.0463,2021-06-03 08:13:08
344,11,26.0463,2021-06-03 08:13:23
345,11,26.0463,2021-06-03 08:21:41
346,11,26.0463,2021-06-03 08:22:54
347,11,26.0463,2021-06-03 08:23:42
348,11,26.0463,2021-06-03 08:26:50
349,11,26.0463,2021-06-03 08:27:25
350,11,26.0463,2021-06-03 08:27:46
351,11,26.0463,2021-06-03 08:28:47
352,11,26.0463,2021-06-03 08:29:27
353,11,26.0463,2021-06-03 08:30:57
354,11,26.0463,2021-06-03 08:31:09
355,11,26.0463,2021-06-03 08:31:43
356,11,26.0463,2021-06-03 08:32:17
357,11,26.0463,2021-06-03 08:33:08
358,11,26.2754,2021-06-03 08:46:55
359,11,26.2754,2021-06-03 08:48:29
360,11,26.2754,2021-06-03 08:48:50
361,11,26.2754,2021-06-03 08:49:43
362,11,26.2754,2021-06-03 08:53:15
363,11,26.2754,2021-06-03 08:54:27
364,11,26.2754,2021-06-03 08:55:38
365,11,26.2754,2021-06-03 08:57:20
366,11,26.2754,2021-06-03 08:57:35
367,11,26.2754,2021-06-03 08:57:55
368,11,26.2754,2021-06-03 08:58:13
369,11,26.2754,2021-06-03 08:58:26
370,11,26.2754,2021-06-03 08:58:54
371,11,26.2754,2021-06-03 09:02:00
372,11,27.5094,2021-06-03 10:58:52
373,11,27.6339,2021-06-03 11:19:19
374,11,27.7742,2021-06-03 11:42:16
375,11,27.7742,2021-06-03 11:43:13
376,11,27.7742,2021-06-03 11:45:02
377,11,27.7742,2021-06-03 11:45:29
378,11,27.0456,2021-06-03 12:40:11
379,11,27.7798,2021-06-03 12:53:42
380,11,27.8869,2021-06-03 14:07:08
381,11,27.7646,2021-06-03 14:31:28
382,11,27.6498,2021-06-03 14:53:37
383,11,27.6498,2021-06-03 15:06:24
384,11,27.6498,2021-06-03 15:12:36
385,11,27.6498,2021-06-03 15:13:35
386,11,27.6498,2021-06-03 15:14:49
387,11,27.6498,2021-06-03 15:15:38
388,11,27.6498,2021-06-03 15:16:38
389,11,27.6498,2021-06-03 15:17:33
390,11,27.5827,2021-06-03 15:17:58
391,11,27.5827,2021-06-03 15:18:34
392,11,27.5827,2021-06-03 15:21:11
393,11,27.5827,2021-06-03 15:22:58
394,11,27.5827,2021-06-03 15:23:34
395,11,27.5827,2021-06-03 15:24:21
396,11,27.5827,2021-06-03 15:25:15
397,11,27.5827,2021-06-03 15:26:34
398,11,27.5827,2021-06-03 15:32:48
399,11,27.5827,2021-06-03 15:33:04
400,11,27.5827,2021-06-03 15:33:23
401,11,27.5827,2021-06-03 15:33:58
402,11,27.5827,2021-06-03 15:34:23
403,11,27.5827,2021-06-03 15:34:37
404,11,27.5827,2021-06-03 15:35:15
405,11,27.5827,2021-06-03 15:40:02
406,11,27.5827,2021-06-03 15:42:57
407,11,27.5827,2021-06-03 15:45:06
408,11,27.5827,2021-06-03 15:45:27
409,11,27.5827,2021-06-03 15:46:46
410,11,27.5827,2021-06-03 15:47:50
411,11,27.5825,2021-06-03 15:53:03
412,11,27.5825,2021-06-03 15:53:35
413,11,27.6102,2021-06-03 16:25:23
414,11,27.6102,2021-06-03 16:28:17
415,11,27.6102,2021-06-03 16:29:30
416,11,27.6102,2021-06-03 16:29:54
417,11,27.6102,2021-06-03 16:30:23
418,11,27.6102,2021-06-03 16:30:35
419,11,27.6102,2021-06-03 16:30:47
420,11,27.6102,2021-06-03 16:31:17
421,11,27.6102,2021-06-03 16:31:51
422,11,27.6102,2021-06-03 16:32:13
423,11,27.6102,2021-06-03 16:33:01
424,11,27.6102,2021-06-03 16:33:13
425,11,27.6102,2021-06-03 16:33:46
426,11,27.6102,2021-06-03 16:34:16
427,11,27.6102,2021-06-03 16:35:31
428,11,26.0742,2021-06-04 07:49:23
429,11,26.0742,2021-06-04 07:50:12
430,11,26.0742,2021-06-04 07:50:55
431,11,26.0742,2021-06-04 07:51:38
432,11,26.0742,2021-06-04 07:51:55
433,11,26.0742,2021-06-04 07:58:10
434,11,26.0742,2021-06-04 08:07:19
435,11,26.0742,2021-06-04 08:07:49
436,11,26.0742,2021-06-04 08:08:36
437,11,26.0742,2021-06-04 08:09:46
438,11,26.0742,2021-06-04 08:10:14
439,11,26.0742,2021-06-04 08:10:57
440,11,26.0742,2021-06-04 08:11:27
441,11,26.3493,2021-06-04 08:13:46
442,11,26.3493,2021-06-04 08:14:25
443,11,26.3493,2021-06-04 08:18:02
444,11,26.8202,2021-06-04 09:10:48
445,11,26.8202,2021-06-04 09:11:18
446,11,26.8202,2021-06-04 09:12:15
447,11,27.1397,2021-06-04 09:17:58
448,11,27.1397,2021-06-04 09:18:24
449,11,27.1397,2021-06-04 09:18:48
450,11,27.1397,2021-06-04 09:42:48
451,11,27.274,2021-06-04 09:52:51
452,11,27.274,2021-06-04 09:53:47
453,11,27.215,2021-06-04 11:38:17
454,11,27.1295,2021-06-04 13:59:12
455,11,27.1295,2021-06-04 13:59:33
456,11,27.1295,2021-06-04 14:01:11
457,11,27.1295,2021-06-04 14:01:57
458,11,27.1295,2021-06-04 14:02:50
459,11,27.1295,2021-06-04 14:04:32
460,11,27.1295,2021-06-04 14:13:35
461,11,27.017,2021-06-04 15:13:31
462,11,26.7683,2021-06-04 15:26:23
463,11,26.7683,2021-06-04 15:26:57
464,11,26.7683,2021-06-04 15:27:25
465,11,26.7683,2021-06-04 15:28:12
466,11,26.7683,2021-06-04 15:28:45
467,11,26.7683,2021-06-04 15:29:02
468,11,26.7683,2021-06-04 15:31:18
469,11,26.7683,2021-06-04 15:35:32
470,11,26.7683,2021-06-04 15:38:29
471,11,26.7683,2021-06-04 15:39:43
472,11,26.7683,2021-06-04 15:44:53
473,11,26.7683,2021-06-04 15:45:10
474,11,26.7683,2021-06-04 15:45:39
475,11,26.7683,2021-06-04 15:47:26
476,11,26.7683,2021-06-04 15:47:56
477,11,26.7505,2021-06-04 15:51:37
478,11,26.7505,2021-06-04 15:52:49
479,11,26.7505,2021-06-04 15:55:48
480,11,26.7505,2021-06-04 15:57:32
481,11,26.7505,2021-06-04 16:18:04
482,11,26.7505,2021-06-04 16:18:30
483,11,26.7505,2021-06-04 16:18:42
484,11,26.7505,2021-06-04 16:19:07
485,11,26.7505,2021-06-04 16:19:40
486,11,26.6904,2021-06-04 16:20:06
487,11,26.6904,2021-06-04 16:20:19
488,11,26.6904,2021-06-04 16:21:01
489,11,26.6904,2021-06-04 16:21:43
490,11,26.6904,2021-06-04 16:23:31
491,11,26.6904,2021-06-04 16:23:57
492,11,24.4678,2021-06-07 08:40:26
493,11,24.4678,2021-06-07 08:44:49
494,11,24.6233,2021-06-07 08:46:50
495,11,24.6233,2021-06-07 08:47:54
496,11,24.6233,2021-06-07 08:48:21
497,11,26.0345,2021-06-07 13:52:02
498,11,26.0345,2021-06-07 13:54:23
499,11,26.0345,2021-06-07 13:54:55
500,11,26.0345,2021-06-07 13:55:28
501,11,27.0419,2021-06-09 17:22:59
502,11,27.0419,2021-06-09 17:24:36
503,11,27.0419,2021-06-09 17:26:44
504,11,27.0419,2021-06-09 17:31:11
505,11,27.0419,2021-06-09 17:32:18
506,11,27.0815,2021-06-09 17:33:21
507,11,27.0815,2021-06-09 17:34:11
508,11,27.0815,2021-06-09 17:38:19
509,11,27.0815,2021-06-09 17:39:19
510,11,27.0815,2021-06-09 17:40:18
511,11,27.0815,2021-06-09 17:40:40
512,11,27.0815,2021-06-09 17:44:18
513,11,26.9445,2021-06-09 18:11:27
514,11,25.9416,2021-06-10 07:38:28
515,11,25.9416,2021-06-10 07:39:37
516,11,25.9416,2021-06-10 07:39:57
517,11,25.9416,2021-06-10 07:40:24
518,11,25.9416,2021-06-10 07:42:29
519,11,26.304,2021-06-10 10:35:35
520,11,26.304,2021-06-10 10:40:16
521,11,26.304,2021-06-10 10:40:29
522,11,26.304,2021-06-10 10:55:33
523,11,26.304,2021-06-10 10:56:19
524,11,26.3938,2021-06-10 11:15:27
525,11,26.3938,2021-06-10 11:15:53
526,11,26.3938,2021-06-10 11:16:15
527,11,26.3938,2021-06-10 11:16:19
528,11,26.6732,2021-06-10 11:50:04
529,11,26.6732,2021-06-10 11:58:54
530,11,26.6732,2021-06-10 11:59:11
531,11,26.6732,2021-06-10 11:59:24
532,11,26.6732,2021-06-10 11:59:41
533,11,26.6732,2021-06-10 12:01:58
534,11,27.0103,2021-06-10 12:57:16
535,11,27.0103,2021-06-10 12:57:17
536,11,27.0103,2021-06-10 12:57:52
537,11,27.0103,2021-06-10 12:58:07
538,11,27.0103,2021-06-10 12:58:08
539,11,27.5636,2021-06-10 17:02:47
540,11,27.5636,2021-06-10 17:04:01
541,11,27.6071,2021-06-10 17:34:05
542,11,27.6071,2021-06-10 17:34:09
543,11,27.6071,2021-06-10 17:34:11
544,11,27.6071,2021-06-10 17:34:13
545,11,27.6071,2021-06-10 17:34:20
546,11,27.6071,2021-06-10 17:34:24
547,11,27.6071,2021-06-10 17:34:50
548,11,27.6071,2021-06-10 17:34:52
549,11,27.6071,2021-06-10 17:35:04
550,11,27.6071,2021-06-10 17:35:06
551,11,27.441,2021-06-10 17:36:35
552,11,27.441,2021-06-10 17:36:40
553,11,27.441,2021-06-10 17:36:44
554,11,27.441,2021-06-10 17:40:45
555,11,27.441,2021-06-10 17:41:41
556,11,27.441,2021-06-10 17:41:56
557,11,26.5631,2021-06-11 08:05:16
558,11,26.5631,2021-06-11 08:07:25
559,11,26.5631,2021-06-11 08:07:51
560,11,26.5631,2021-06-11 08:10:26
561,11,26.7487,2021-06-11 08:12:39
562,11,26.7487,2021-06-11 08:20:16
563,11,26.7487,2021-06-11 08:23:53
564,11,26.7487,2021-06-11 08:26:27
565,11,26.7487,2021-06-11 08:27:31
566,11,26.7487,2021-06-11 08:28:12
567,11,27.0419,2021-06-11 08:50:39
568,11,27.0419,2021-06-11 08:52:43
569,11,27.0419,2021-06-11 08:53:19
570,11,27.0419,2021-06-11 08:53:42
571,11,27.0419,2021-06-11 08:53:48
572,11,27.0419,2021-06-11 08:53:52
573,11,27.0419,2021-06-11 08:54:52
574,11,27.0616,2021-06-11 09:13:21
575,11,27.0616,2021-06-11 09:17:22
576,11,27.0616,2021-06-11 09:17:37
577,11,27.0616,2021-06-11 09:29:01
578,11,27.0616,2021-06-11 09:37:01
579,11,27.0616,2021-06-11 09:39:37
580,11,27.0616,2021-06-11 09:41:12
581,11,27.0616,2021-06-11 09:42:00
582,11,26.8664,2021-06-11 09:42:47
583,11,26.8664,2021-06-11 09:47:45
584,11,26.8664,2021-06-11 09:54:55
585,11,26.8664,2021-06-11 09:55:21
586,11,26.7088,2021-06-11 10:41:22
587,11,26.6709,2021-06-11 10:46:00
588,11,26.6709,2021-06-11 10:47:10
589,11,26.6709,2021-06-11 10:49:06
590,11,26.6709,2021-06-11 10:51:30
591,11,26.6709,2021-06-11 10:52:18
592,11,26.6709,2021-06-11 10:55:43
593,11,26.6709,2021-06-11 10:56:25
594,11,26.6709,2021-06-11 10:57:16
595,11,26.6709,2021-06-11 10:57:49
596,11,26.6709,2021-06-11 11:00:29
597,11,26.6709,2021-06-11 11:00:45
598,11,26.6709,2021-06-11 11:00:49
599,11,26.6709,2021-06-11 11:01:37
600,11,26.6709,2021-06-11 11:01:43
601,11,26.6709,2021-06-11 11:02:08
602,11,26.6709,2021-06-11 11:02:18
603,11,26.6709,2021-06-11 11:02:22
604,11,26.6709,2021-06-11 11:02:33
605,11,26.6709,2021-06-11 11:02:36
606,11,26.6709,2021-06-11 11:02:53
607,11,26.6709,2021-06-11 11:02:55
608,11,26.6709,2021-06-11 11:03:23
609,11,26.571,2021-06-11 11:36:03
610,11,27.0359,2021-06-11 11:49:05
611,11,27.0359,2021-06-11 11:49:31
612,11,27.5063,2021-06-11 14:48:43
613,11,27.5063,2021-06-11 14:49:07
614,11,27.7613,2021-06-11 15:54:58
615,11,27.7613,2021-06-11 15:55:08
616,11,27.7613,2021-06-11 15:59:03
617,11,27.7613,2021-06-11 16:06:36
618,11,27.7256,2021-06-11 16:18:49
619,11,27.7256,2021-06-11 16:22:00
620,11,27.7256,2021-06-11 16:22:15
621,11,27.7256,2021-06-11 16:23:01
622,11,27.7256,2021-06-11 16:23:41
623,11,1.7979,2021-06-13 15:09:36
624,11,0.0,2021-06-13 15:13:36
625,11,1.7979,2021-06-13 15:14:59
626,11,25.2394,2021-06-14 08:00:35
627,11,25.2394,2021-06-14 08:01:02
628,11,25.2394,2021-06-14 08:01:05
629,11,25.2394,2021-06-14 08:03:53
630,11,25.2394,2021-06-14 08:04:09
631,11,25.2394,2021-06-14 08:04:12
632,11,25.2394,2021-06-14 08:04:56
633,11,25.2394,2021-06-14 08:04:57
634,11,25.2394,2021-06-14 08:04:58
635,11,25.2394,2021-06-14 08:04:58
636,11,25.2394,2021-06-14 08:04:59
637,11,25.2394,2021-06-14 08:05:00
638,11,25.2394,2021-06-14 08:05:01
639,11,25.2394,2021-06-14 08:05:02
640,11,25.2394,2021-06-14 08:05:34
641,11,25.2394,2021-06-14 08:05:34
642,11,25.2394,2021-06-14 08:05:35
643,11,25.2394,2021-06-14 08:05:36
644,11,25.2394,2021-06-14 08:05:37
645,11,25.2394,2021-06-14 08:06:01
646,11,25.2394,2021-06-14 08:12:24
647,11,25.9282,2021-06-14 11:02:33
648,11,25.9282,2021-06-14 11:09:42
649,11,25.9282,2021-06-14 11:11:36
650,11,25.9282,2021-06-14 11:13:59
651,11,25.9282,2021-06-14 11:14:58
